Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2004-05-04 00:00:00;15:00:00;2.6;1197.25;;12.93540322;1081.5;140;752.75;97;1851.25;970.75;19.94999981;57.07499981;1.315829794
2004-05-04 00:00:00;16:00:00;1.2;959.5;;6.341278497;827.5;55;971;54;1564.75;616.5;19.92499971;55.17500019;1.270083841
2004-05-04 00:00:00;17:00:00;1.6;1077.25;;10.63924528;1001.25;67;836;59;1764;717.25;19.5250001;55.70000076;1.251151425
2004-05-04 00:00:00;18:00:00;3.9;1377;;20.58079447;1312.5;191;611.5;109;2119.5;1219.5;18.3499999;62.82499981;1.312734315
2004-05-04 00:00:00;19:00:00;4.7;1404.5;;22.06480719;1352.75;227;602.25;125;2185;1296.25;17.20000029;68.29999924;1.328852362
2004-05-04 00:00:00;20:00:00;5.4;1484;;20.81746309;1319;264;590.75;132;2165.5;1413.25;16.0999999;75.17500114;1.365393332
2004-05-04 00:00:00;21:00:00;3;1186.5;;11.77416541;1041.75;196;765.5;110;1839.5;1092.5;16.57499957;70.82499886;1.325250207
2004-05-04 00:00:00;22:00:00;0.9;869.5;;4.340616683;729.25;43;1096;53;1475;585.5;18.49999952;56;1.181017376
2004-05-04 00:00:00;23:00:00;1.1;931.5;;5.026220203;764.75;58;1054.25;61;1542.75;574.75;17.32499933;59.5;1.166683783
2004-05-05 00:00:00;00:00:00;0.7;830.25;;2.328646678;607.75;33;1281.5;41;1369.75;441;18.625;52.32499886;1.112058445
2004-05-05 00:00:00;01:00:00;0.5;778;;1.375644039;534;14;1296.583333;22;1294.25;358.25;19;49.80000114;1.083130695
2004-05-05 00:00:00;02:00:00;0.5;820;;1.452957827;540.6666667;18;1311.666667;28;1360;377;15.66666635;64.50000127;1.140023777
2004-05-05 00:00:00;03:00:00;0.5;841.5;;1.753459479;565.25;23;1326.75;34.5;1398.75;436.5;15.47500014;66.94999886;1.1691248
2004-05-05 00:00:00;04:00:00;0.65;866.5;;2.059523036;588.5;28;1266.75;41;1439;468.25;14.67500019;74.09999847;1.230170953
2004-05-05 00:00:00;05:00:00;0.8;926.5;;3.48694813;681.5;56;1109;54;1526.25;579.5;14.57500005;77.14999962;1.272709314
2004-05-05 00:00:00;06:00:00;1.3;1059.75;;6.855573842;850.5;108;911.5;81;1673.25;804.5;14.5;78.27499962;1.285137604
2004-05-05 00:00:00;07:00:00;3.5;1439.75;;19.10585556;1271.25;251;630;107;2163;1272.5;15.05000019;76.82500076;1.306051202
2004-05-05 00:00:00;08:00:00;3.7;1448.75;;21.95268064;1349.75;253;570.5;115.5;2264;1452;16.37500048;70.82499886;1.30876038
2004-05-05 00:00:00;09:00:00;3.9;1384.25;;18.88646843;1265;255;619.75;124;2143.25;1307.25;16.37500048;72.39999962;1.337864491
2004-05-05 00:00:00;10:00:00;2.9;1172.25;;13.0249283;1084.5;214;737.25;123;1875.75;1102;16.34999943;68.60000038;1.265661016
2004-05-05 00:00:00;11:00:00;2.6;1142.75;;12.98013286;1083;190;735;120;1886.5;1082.5;17.19999981;62.85000038;1.222816544
2004-05-05 00:00:00;12:00:00;3;1167;;14.54771434;1134.25;182;709;113;1920.25;1082.75;17.42500019;61.125;1.206027319
2004-05-05 00:00:00;13:00:00;3.7;1302.75;;19.69021852;1287.75;202;618;114;2115.5;1235.75;16.82499981;66.77499771;1.269146764
2004-05-05 00:00:00;14:00:00;3.9;1263.5;;19.3793943;1279;224;630.5;120;2049;1222.75;17.29999971;62.625;1.226049883
2004-05-05 00:00:00;15:00:00;3.5;1241.5;;16.44582406;1193.25;221;683.75;125;1944.5;1174.75;17.4749999;60.77499962;1.202855783
2004-05-05 00:00:00;16:00:00;2.4;1069.5;;11.22160252;1022.25;126;823.5;88;1740;933.25;17.5;59.15000057;1.172514823
2004-05-05 00:00:00;17:00:00;1.6;980.75;;9.996638354;977.5;79;857.25;72;1681.75;834.75;17.67499971;56.85000038;1.13924134
2004-05-05 00:00:00;18:00:00;3;1198;;14.59473877;1135.75;137;716.75;103;1870.25;1291.25;17.07499981;61.5;1.187266015
2004-05-05 00:00:00;19:00:00;1.6;999.75;;8.46860567;918.25;68;881.25;67;1660.5;802.25;17.5;63.90000153;1.266672836
2004-05-05 00:00:00;20:00:00;2.1;1109.5;;9.241701751;948.75;96;849.5;79;1733;841.5;15.89999986;70.65000153;1.26718742
2004-05-05 00:00:00;21:00:00;1.8;1023.25;;6.935331178;854;111;917.75;89;1637.25;743.75;15.0999999;75.05000114;1.279914656
2004-05-05 00:00:00;22:00:00;1.1;860.75;;3.720208004;695;56;1130;67;1438;499.5;13.94999981;72.54999924;1.150204053
2004-05-05 00:00:00;23:00:00;1.5;968.75;;4.927070716;759.75;81;1059;83;1518.25;559.75;12.02499962;79.75;1.117492951
2004-05-06 00:00:00;00:00:00;1.4;897.75;;4.558016073;740.75;79;1085;76;1467.5;588.5;12.4749999;75.82500076;1.093771579
2004-05-06 00:00:00;01:00:00;0.9;834.75;;3.364345227;674.25;46;1201;58;1416;487.5;11.99999976;75.04999924;1.049937928
2004-05-06 00:00:00;02:00:00;0.5;765.75;;1.246539296;522.5;19;1242.1875;30;1310;387;12.60000014;72.22499847;1.050254959
2004-05-06 00:00:00;03:00:00;0.4;742.5;;1.030001273;502;17;1283.375;26;1291.5;354.5;12.70000005;71.64999962;1.048613812
2004-05-06 00:00:00;04:00:00;0.5;758.25;;1.186719855;517;15;1324.5625;22;1294;350.75;13.10000014;67.125;1.007935875
2004-05-06 00:00:00;05:00:00;0.6;804;;2.275117265;604;48;1365.75;50;1357.25;419.5;13.2249999;64.57499981;0.97744145
2004-05-06 00:00:00;06:00:00;1.3;948;;6.117608928;817.25;128;1048.25;92;1545.5;695;13.05000019;65.57499981;0.981510514
2004-05-06 00:00:00;07:00:00;2.9;1204;;16.81896741;1204.5;193;728.5;101;1983.5;1138.75;14.6500001;58.45000076;0.968820845
2004-05-06 00:00:00;08:00:00;3.6;1230.75;;20.28207041;1304.25;203;652.25;121;2029;1314.75;15.9000001;53.125;0.952856776
2004-05-06 00:00:00;09:00:00;3.4;1175.75;;16.3633884;1190.75;220;704.5;130;1836.25;1216.5;17.92499971;46.125;0.938765349
2004-05-06 00:00:00;10:00:00;2.5;1042.5;;12.48439536;1066.25;161;788.75;114;1691.75;1014.25;20.2249999;37.67500019;0.883284911
2004-05-06 00:00:00;11:00:00;2.1;992.25;;9.797264455;970;135;869.25;100;1624;883.75;18.5;42.79999924;0.902634719
2004-05-06 00:00:00;12:00:00;1.1;884.5;;5.176520431;772.25;57;1035.25;56;1450;523.5;13;64.25;0.958599838
2004-05-06 00:00:00;13:00:00;1.8;990.75;;8.934099266;936.75;91;874.25;75;1580.5;644;15.12499952;54.5;0.930921296
2004-05-06 00:00:00;14:00:00;3;1181.5;;14.06559021;1118.75;219;732.75;121;1831.25;1032.25;13.64999986;65.47499943;1.018365015
2004-05-06 00:00:00;15:00:00;3.1;1190.75;;12.72013882;1074.25;239;740.75;128;1816;1037.75;12.27499986;78.32499886;1.115371309
2004-05-06 00:00:00;16:00:00;3.6;1271.5;;14.60258247;1136;209;729.5;139;1868.5;1076.5;12.70000005;74.22500229;1.086299554
2004-05-06 00:00:00;17:00:00;3.3;1137.75;;12.38916208;1063;169;803.75;122;1727.5;982.5;14.42500019;64.20000172;1.049044204
2004-05-06 00:00:00;18:00:00;1.8;1008.25;;9.36468558;953.5;92;891.75;92;1625.5;833.75;15.60000014;58.32500076;1.026563401
2004-05-06 00:00:00;19:00:00;2.1;1074.75;;11.00514518;1014.5;107;823.75;97;1721.75;949;14.97500014;61.37499905;1.038458637
2004-05-06 00:00:00;20:00:00;2.2;1033.75;;8.876918559;934.5;122;869.5;98;1605.25;941.25;13.67499995;65.82499886;1.025444014
2004-05-06 00:00:00;21:00:00;1.6;933.75;;6.629867075;840.5;100;972.75;93;1497;756;12.25;66.39999866;0.944033057
2004-05-06 00:00:00;22:00:00;0.9;883.25;;3.897128128;705;51;1133;65;1421.5;654.5;15.40000033;58.77499962;1.021525192
2004-05-06 00:00:00;23:00:00;1.8;1021.25;;7.32245586;870.75;93;938;81;1586;804.5;14.125;64.89999771;1.040450364
2004-05-07 00:00:00;00:00:00;2.3;1058.75;;8.190742428;907;145;878.5;102;1579;969.5;13.80000019;64.74999905;1.016774565
2004-05-07 00:00:00;01:00:00;2;1023.25;;7.48098932;877.5;106;895.75;91;1567.75;969;13.4749999;67.75;1.042034299
2004-05-07 00:00:00;02:00:00;0.9;855.25;;3.280883825;669.25;46;1160;56;1427;670.75;13.6500001;69.39999962;1.079412498
2004-05-07 00:00:00;03:00:00;0.6;825.5;;2.440951027;615.5;39;1227.25;48.5;1383.5;575;13.92500019;67.67500019;1.07120838
2004-05-07 00:00:00;04:00:00;0.65;831;;2.246785505;602;32;1269;41;1385.75;535.25;14;67.82500076;1.078724454
2004-05-07 00:00:00;05:00:00;0.7;817;;2.795163092;639;51;1259.5;48;1363.75;488.75;14.57500005;61.07499981;1.007527174
2004-05-07 00:00:00;06:00:00;1.5;972;;7.528239978;879.5;89;963.5;72;1589.5;688.75;14.3499999;60.54999924;0.984700117
2004-05-07 00:00:00;07:00:00;3.7;1199.75;;19.77941248;1290.25;214;656.75;106;2013.75;1196;14.9000001;56.89999962;0.958184121
2004-05-07 00:00:00;08:00:00;4.2;1233.75;;22.13969349;1354.75;196;620.75;107;2095;1265.5;16.4000001;50.17500019;0.928626488
2004-05-07 00:00:00;09:00:00;3.4;1164;;14.97326027;1147.75;224;741;127;1824.25;1129.5;16.04999971;50.875;0.921139795
2004-05-07 00:00:00;10:00:00;2.4;975.75;;9.332254224;952.25;174;877.75;114;1582;833.5;18.625;42.77500057;0.909093199
2004-05-07 00:00:00;11:00:00;1.3;843.5;;6.286409362;825;90;1026.5;101;1405;536.25;19.70000029;33.67500019;0.764572798
2004-05-07 00:00:00;12:00:00;1.5;850.5;;8.153992896;905.5;89;988.5;95;1417.75;544.75;21.1500001;27.67500019;0.686386318
2004-05-07 00:00:00;13:00:00;2.2;926;;10.87336715;1009.75;132;904.25;110;1525.75;720.25;19.65000057;28.47500038;0.644532922
2004-05-07 00:00:00;14:00:00;1.8;890.25;;9.273998706;950;114;940.25;101;1459.75;655.25;19.7750001;29.72500038;0.677995893
2004-05-07 00:00:00;15:00:00;1.9;920.75;;8.356986221;913.75;107;936.75;106;1480.75;613.75;19.22500038;35.625;0.785622494
2004-05-07 00:00:00;16:00:00;2.3;1052.25;;9.436203326;956.25;140;868.5;116;1600;725.25;14.22500014;60.52499962;0.976504149
2004-05-07 00:00:00;17:00:00;3.6;1246.666667;;17.93974288;1237.666667;187;691.3333333;124;1947.666667;1036;12.89999994;69.1333313;1.024861958
2004-05-07 00:00:00;18:00:00;4.3;1205;;17.41494618;1222.25;222;683.5;133;1911;1127.25;12.67500019;70.44999886;1.029396087
2004-05-07 00:00:00;19:00:00;2.2;1016.25;;10.46167883;994.75;117;857.25;96;1641.5;853.75;13.9000001;62.67500114;0.990485512
2004-05-07 00:00:00;20:00:00;1.5;983.5;;7.522326711;879.25;89;939.5;85;1527.25;792.25;13.90000033;62.94999886;0.994831458
2004-05-07 00:00:00;21:00:00;2;1041;;7.977364527;898.25;130;921.75;97;1594.5;890.5;13.42499995;65.20000076;0.999613267
2004-05-07 00:00:00;22:00:00;2;1027;;7.712532646;887.25;133;926.5;97;1568.25;875.75;13.35000014;64.64999866;0.98643749
2004-05-07 00:00:00;23:00:00;2.1;1025.25;;7.287422947;869.25;144;954.25;101;1530.75;851;13.29999971;63.62500095;0.967696837
2004-05-08 00:00:00;00:00:00;1.5;983.75;;6.37429751;829;99;1003.25;85;1515.75;786.5;13.3499999;61.82499886;0.943333287
2004-05-08 00:00:00;01:00:00;2.2;969.25;;5.560495658;791;102;1084.25;80;1445.5;711;13.625;59.69999981;0.927062591
2004-05-08 00:00:00;02:00:00;0.5;757.75;;1.510133578;545.5;27;1115.9;33;1252;396;14.60000014;53.30000114;0.880661859
2004-05-08 00:00:00;03:00:00;;766.75;;1.531066747;547.25;;1147.55;;1239;374.75;14.3499999;51.72500038;0.841182734
2004-05-08 00:00:00;04:00:00;;771.75;;1.200204987;518.25;;1179.2;;1202.25;343.25;10.875;67.54999828;0.878532236
2004-05-08 00:00:00;05:00:00;;831.25;;1.643746579;556.5;;1210.85;;1257;400.5;7.400000095;85.15000153;0.880752456
2004-05-08 00:00:00;06:00:00;;871;;2.626815922;628;;1242.5;;1328.75;518.25;8.699999928;81.5;0.919016562
2004-05-08 00:00:00;07:00:00;;994.5;;5.918707401;808;;1027.5;;1479.25;685.25;10.27499986;75.625;0.945798333
2004-05-08 00:00:00;08:00:00;;1093;;8.46860567;918.25;;857.25;;1588.5;939;10.9749999;75.02499962;0.982120044
2004-05-08 00:00:00;09:00:00;;1078.75;;7.652875824;884.75;;883.75;;1588.25;973.75;13.57499981;66.12500191;1.023560615
2004-05-08 00:00:00;10:00:00;;1083.75;;6.878321514;851.5;;910;;1574.5;959;14.70000005;63.07500076;1.048800107
2004-05-08 00:00:00;11:00:00;;1203.75;;10.12379316;982.25;;791;;1739.25;1067.25;13.80000019;72.34999847;1.136117982
2004-05-08 00:00:00;12:00:00;;1212.75;;11.08872187;1017.5;;760.25;;1777.75;1060.75;13.32500029;76.82500076;1.170331591
2004-05-08 00:00:00;13:00:00;;1123.5;;9.241701751;948.75;;827.25;;1671;1008;16.1500001;60.02500057;1.093652241
2004-05-08 00:00:00;14:00:00;;945;;4.280000159;726;;1053;;1432.25;637;16.27499986;55.25;1.014574928
2004-05-08 00:00:00;15:00:00;;964;;6.468248062;833.25;;1002.5;;1489.25;647;20;40.44999981;0.935404555
2004-05-08 00:00:00;16:00:00;;903.25;;5.446649917;785.5;;1073;;1374.5;523;19.82500029;35.39999962;0.809910814
2004-05-08 00:00:00;17:00:00;;918.25;;7.148008336;863.25;;992;;1408;538.75;19.80000019;33.57499981;0.766982832
2004-05-08 00:00:00;18:00:00;;1027.5;;9.547186668;960.5;;913;;1501.75;648.5;17.7750001;38.49999905;0.776321378
2004-05-08 00:00:00;19:00:00;;1174.75;;16.96086061;1208.75;;719.5;;1828.75;1070.5;16.67500019;44.57500076;0.839302947
2004-05-08 00:00:00;20:00:00;;1215.25;;15.38797876;1160.75;;713.5;;1801.5;1237;15.07500005;51.77499962;0.881584881
2004-05-08 00:00:00;21:00:00;;1072;;9.949964658;975.75;;835.25;;1602.75;1017.5;14.14999986;56.22500038;0.902811288
2004-05-08 00:00:00;22:00:00;;1070;;9.32577371;952;;857.5;;1572.5;966.25;13.79999995;58.25;0.914704531
2004-05-08 00:00:00;23:00:00;;1020.75;;6.918207216;853.25;;979;;1456.75;900.5;13.6500001;59.70000076;0.928543621
2004-05-09 00:00:00;00:00:00;;1063;;7.055703791;859.25;;951.75;;1518.5;949;13.70000005;60.27500057;0.940483808
2004-05-09 00:00:00;01:00:00;;1068;;8.953194276;937.5;;861.5;;1574.75;1057;12.7249999;64.85000134;0.950620351
2004-05-09 00:00:00;02:00:00;;992.5;;8.326092925;912.5;;879.25;;1601.25;989.25;12.62500024;65.42499924;0.952904017
2004-05-09 00:00:00;03:00:00;;1034.25;;8.718905392;928.25;;847.75;;1618.5;1004.75;12.07500005;68.57500076;0.964010822
2004-05-09 00:00:00;04:00:00;;1024.75;;8.369357195;914.25;;855.75;;1605;1003;12.32499981;68.04999924;0.972180073
2004-05-09 00:00:00;05:00:00;;1036.25;;8.074610746;902.25;;824.75;;1558.25;1086.5;11.92499995;71.10000038;0.98987028
2004-05-09 00:00:00;06:00:00;;924.25;;5.216919;774.25;;987.25;;1460.25;909;11.27499986;73.77499771;0.984769284
2004-05-09 00:00:00;07:00:00;;921.5;;4.491371794;737.25;;1050.25;;1413.75;881.5;13.125;62.625;0.941872529
2004-05-09 00:00:00;08:00:00;;830.25;;2.577932199;624.75;;1265.75;;1303.25;568;16.79999971;46.80000019;0.888107788
2004-05-09 00:00:00;09:00:00;;946.75;;4.765319158;751.5;;1067.75;;1434.25;620.25;17.89999962;44.80000019;0.910386198
2004-05-09 00:00:00;10:00:00;;976.75;;4.481885362;736.75;;1025;;1449.75;685.5;17.7750001;49.52499962;0.998631608
2004-05-09 00:00:00;11:00:00;;1024.5;;4.94683322;760.75;;1008;;1476;700.25;18.79999971;46.39999962;0.996831352
2004-05-09 00:00:00;12:00:00;;1039.5;;5.833565308;804;;939.5;;1501.5;779.75;19.3499999;44.02499962;0.978344702
2004-05-09 00:00:00;13:00:00;;1012.5;;4.136922639;718.25;;1040.5;;1491.5;558;14.74999976;68.375;1.140535529
2004-05-09 00:00:00;14:00:00;;1035;;4.823871521;754.5;;996.75;;1520.5;608;15.5999999;65.77500057;1.157688922
2004-05-09 00:00:00;15:00:00;;1086.25;;7.0442017;858.75;;891.75;;1595;754.25;17.67499971;54.02499962;1.082629948
2004-05-09 00:00:00;16:00:00;;967;;4.789678927;752.75;;1047.75;;1420;543.5;17.8499999;46.72500038;0.946565309
2004-05-09 00:00:00;17:00:00;;968;;5.431203339;784.75;;1010.5;;1445.5;550;17.79999971;44.40000057;0.89667981
2004-05-09 00:00:00;18:00:00;;1003.5;;6.31930645;826.5;;971.5;;1465;626.5;17.75;44.34999847;0.892895675
2004-05-09 00:00:00;19:00:00;;1131.75;;10.0969668;981.25;;850.25;;1613.5;876.75;16.42499971;47.75;0.885130007
2004-05-09 00:00:00;20:00:00;;1121;;10.19772207;985;;833.25;;1625;981.25;15.57500005;51.57500076;0.906330001
2004-05-09 00:00:00;21:00:00;;1067.5;;8.437536944;917;;889.25;;1569.5;832.25;14.85000014;54.97500038;0.922842004
2004-05-09 00:00:00;22:00:00;;1123;;8.940462338;937;;866.25;;1606;940.5;13.82499981;59.75;0.939756213
2004-05-09 00:00:00;23:00:00;;1101;;8.845219157;933.25;;844.5;;1600.25;1021.75;13.75;62.09999847;0.972056103
2004-05-10 00:00:00;00:00:00;;996.75;;6.495992043;834.5;;950.5;;1500.75;887.5;13.9000001;61.09999943;0.965594944
2004-05-10 00:00:00;01:00:00;;875;;3.027859386;653.75;;1171.5;;1375.25;682.75;14.875;57.59999943;0.968438273
2004-05-10 00:00:00;02:00:00;;815.25;;1.794977533;568.5;;1360.75;;1343.5;533.75;14.375;60.14999962;0.979749905
2004-05-10 00:00:00;03:00:00;;802.75;;1.344278422;531.25;;1332.5;;1317.5;488.75;13.8499999;63.17499924;0.995210208
2004-05-10 00:00:00;04:00:00;;828.5;;1.817504773;570.25;;1304.25;;1356.5;561.75;14.19999981;62.92500019;1.013612696
2004-05-10 00:00:00;05:00:00;;867;;2.577932199;624.75;;1212.5;;1385;652.25;14.0250001;63.82499886;1.016723752
2004-05-10 00:00:00;06:00:00;;1118;;9.790648164;969.75;;837.25;;1705;1018.75;13.35000014;67.44999886;1.029160231
2004-05-10 00:00:00;07:00:00;;1631.5;;13.26674684;1586.75;;522.5;;1820.166667;1677.5;14.70000005;62.25;1.035082139
2004-05-10 00:00:00;08:00:00;;1597.666667;;16.74284552;1668.333333;;490.3333333;;1935.333333;1749.333333;16.00000064;57.30000051;1.034218009
2004-05-10 00:00:00;09:00:00;4.4;1377.75;;20.2189442;1302.5;257;633.25;117;2050.5;1494.25;17.8499999;51.14999866;1.036207895
2004-05-10 00:00:00;10:00:00;2.5;1131.5;;13.36298848;1095.75;178;731.25;107;1807.5;1186.25;19.97500038;44.95000076;1.037880015
2004-05-10 00:00:00;11:00:00;2.1;1108.25;;11.7241144;1040;145;767;95;1748;1051;20.29999971;44.125;1.039247748
2004-05-10 00:00:00;12:00:00;2.4;1131;;13.38565703;1096.5;137;735.25;93;1797.25;1026.75;20.72500038;42.40000057;1.024801598
2004-05-10 00:00:00;13:00:00;2.2;1105;;12.89817882;1080.25;139;750.75;104;1758.25;981;20.8499999;40.60000038;0.988779643
2004-05-10 00:00:00;14:00:00;2.2;1120;;13.35543593;1095.5;130;753.25;102;1767.25;975.5;21.4749999;39.69999981;1.004198953
2004-05-10 00:00:00;15:00:00;2.3;1100.25;;13.73529005;1108;148;799.75;109;1731;931.75;24.97500038;30.125;0.939362011
2004-05-10 00:00:00;16:00:00;2.1;1098;;14.22035703;1123.75;120;810;97;1715.75;871.25;25.17499971;29.70000029;0.93711068
2004-05-10 00:00:00;17:00:00;2.5;1136.5;;17.80578696;1233.75;132;749;104;1824.25;989.75;23.44999981;31.95000029;0.910006144
2004-05-10 00:00:00;18:00:00;3.6;1266.75;;22.04610252;1352.25;188;650.75;124;1960.5;1196.25;21.02500057;37.77500057;0.929806647
2004-05-10 00:00:00;19:00:00;4;1318.75;;24.37774068;1413.25;204;596.75;135;2050;1329;19.2249999;45.72499943;1.00835332
2004-05-10 00:00:00;20:00:00;3;1160.25;;16.31401179;1189.25;167;698.25;122;1824.25;1150.5;17.72499943;50.89999962;1.023177647
2004-05-10 00:00:00;21:00:00;2.1;1083.5;;12.38916208;1063;128;775.25;109;1702.5;1031;16.80000019;53.57499886;1.016674679
2004-05-10 00:00:00;22:00:00;1.7;1024.5;;9.606166402;962.75;106;841.75;95;1620.75;917.25;15.82500029;56.19999981;1.003268517
2004-05-10 00:00:00;23:00:00;1.1;953.25;;6.396350788;830;88;985.75;86;1520.5;860;15.95000005;56.49999905;1.01658043
2004-05-11 00:00:00;00:00:00;0.9;959.25;;5.999005298;811.75;77;961;78;1518;910;14.22500014;64.125;1.034586186
2004-05-11 00:00:00;01:00:00;0.4;833.5;;2.768082706;637.25;36;1187;53;1362;698.5;15.0250001;59.75000095;1.014165942
2004-05-11 00:00:00;02:00:00;0.2;786.75;;1.552122651;549;28;1365.75;43;1317.25;596.25;14.29999995;61.87499905;1.003056027
2004-05-11 00:00:00;03:00:00;0.2;799;;1.625242727;555;37;1326.5;48;1319.5;642.75;12.75;65.99999905;0.969033228
2004-05-11 00:00:00;04:00:00;0.4;807.25;;1.830431226;571.25;46;1305.25;53;1334.75;704.25;11.4000001;70.47499847;0.948381117
2004-05-11 00:00:00;05:00:00;0.6;866.25;;3.568286517;686.25;55;1134.75;48;1404.5;740.75;12.04999995;68.02499962;0.954736898
2004-05-11 00:00:00;06:00:00;1.4;1034.5;;8.431329042;916.75;135;881.5;64;1606;967.5;11.3499999;70.39999962;0.944304013
2004-05-11 00:00:00;07:00:00;4.6;1469.25;;27.49322632;1491;327;555;95;2301;1560.75;12.7249999;65.625;0.961980868
2004-05-11 00:00:00;08:00:00;5.5;1553.25;;26.76203235;1574.5;383;507.5;120;2241.5;1779;14.45000005;59.84999943;0.979517697
2004-05-11 00:00:00;09:00:00;4.8;1513;;26.03083838;1455;366;554;153;2182;1821.75;17.5250001;49.75000095;0.987714795
2004-05-11 00:00:00;10:00:00;4.5;1395.25;;22.63854415;1368;322;605;163;2032.25;1675;21.875;35.22500038;0.912799428
2004-05-11 00:00:00;11:00:00;3;1208.75;;18.29521046;1248;188;711.75;119;1891;1295.25;23.49999952;29.5250001;0.843450039
2004-05-11 00:00:00;12:00:00;2.5;1141.5;;13.94998925;1115;144;775.75;96;1734.75;1090.75;24.32500029;29.75;0.89264255
2004-05-11 00:00:00;13:00:00;2.3;1139.75;;14.37584532;1128.75;132;765.25;94;1727.5;1023.25;23.80000019;31.67500067;0.921197946
2004-05-11 00:00:00;14:00:00;2;1105.25;;11.56740348;1034.5;117;826;86;1643;877;24.1500001;31.17499971;0.925729908
2004-05-11 00:00:00;15:00:00;1.9;1131;;12.24325687;1058;121;823.5;91;1663.75;930.5;26.5250001;27.17500019;0.928201632
2004-05-11 00:00:00;16:00:00;1.9;1161.5;;12.41843151;1064;124;832;97;1675.25;912.75;25.72500038;28.37499952;0.924779764
2004-05-11 00:00:00;17:00:00;3.5;1335.75;;21.07362603;1326;188;673.75;125;1922.5;1254.75;26.3499999;27.5250001;0.930579308
2004-05-11 00:00:00;18:00:00;4.6;1532.75;;22.76286574;1549.25;226;573;140;2233.25;1570.75;24.44999981;31.57499981;0.954452055
2004-05-11 00:00:00;19:00:00;4.8;1650;;24.45210545;1649;266;528.25;158;2176.75;1779;23.07499981;35.34999943;0.984529841
2004-05-11 00:00:00;20:00:00;5;1535;;26.14134515;1457.75;269;568;159;2120.25;1735;21.14999962;40.20000076;0.997027264
2004-05-11 00:00:00;21:00:00;3.3;1381.75;;18.10563983;1242.5;183;631.5;128;1941;1511;19.19999981;52.30000019;1.151578815
2004-05-11 00:00:00;22:00:00;2.7;1334.75;;14.16610652;1122;167;673.25;114;1839.75;1424.25;18.09999943;58.67500019;1.207206779
2004-05-11 00:00:00;23:00:00;2.2;1267;;12.42575347;1064.25;138;706.25;100;1765.5;1348;17.27499962;58.80000114;1.149375174
2004-05-12 00:00:00;00:00:00;1.7;1121.5;;8.656039175;925.75;105;804.75;88;1618.75;1173.75;16.92499971;58.82499981;1.125048593
2004-05-12 00:00:00;01:00:00;0.8;986.25;;5.151339345;771;54;964.25;67;1518;946.5;17.60000038;57.57499981;1.14840836
2004-05-12 00:00:00;02:00:00;0.8;966;;4.6154725;743.75;58;967;65;1510.5;935;15.64999986;63.92500114;1.128675818
2004-05-12 00:00:00;03:00:00;0.6;918.5;;3.141056393;660.75;47.5;1089.25;56;1467.75;837.5;14.92500019;65.65000153;1.107282835
2004-05-12 00:00:00;04:00:00;0.7;872;;2.68751707;632;37;1132.25;47;1402.75;768;15.62499976;62.17500019;1.096050584
2004-05-12 00:00:00;05:00:00;0.8;967;;4.711914188;748.75;84;995.5;57;1517;880.5;14.02499986;68.32499886;1.088408138
2004-05-12 00:00:00;06:00:00;1.5;1151.75;;9.645572228;964.25;134;799.75;73;1705.25;1095.5;14.52499986;65.69999886;1.080390974
2004-05-12 00:00:00;07:00:00;4.1;1500.25;;23.60226952;1393.25;279;559.5;95;2163;1495;15.5;62.17500019;1.087452942
2004-05-12 00:00:00;08:00:00;4.6;1529.125;;25.08875447;1430.875;333;451.5;110;2222;1894.75;17;56.77500057;1.090934843
2004-05-12 00:00:00;09:00:00;5.1;1558;;26.57523941;1468.5;336;524.5;121;2281;1758.25;18.82500029;52.44999981;1.128542952
2004-05-12 00:00:00;10:00:00;3.9;1446;;21.95268064;1349.75;280;567.75;108;2140;1630.25;19.7249999;51.87499905;1.179598184
2004-05-12 00:00:00;11:00:00;3.4;1349;;17.8655867;1235.5;275;627.25;125;1963.75;1530.25;20.875;44.57499981;1.087237458
2004-05-12 00:00:00;12:00:00;3.3;1452;;22.73319792;1370.5;207;576;117;2138.25;1622.25;21.94999981;43.27500057;1.126486757
2004-05-12 00:00:00;13:00:00;5.1;1389.625;;18.70715806;1533.75;305;495.5;131;2016;1827.5;20.40000057;55.72499943;1.320480512
2004-05-12 00:00:00;14:00:00;3.1;1327.25;;14.68111821;1138.5;236;657.5;126;1893.75;1322.75;17.44999981;67.04999924;1.324988972
2004-05-12 00:00:00;15:00:00;2.5;1247.75;;12.63888997;1071.5;183;712.75;114;1797;1187.5;17.14999962;64;1.241318133
2004-05-12 00:00:00;16:00:00;2.4;1249.5;;12.71274339;1074;162;724.25;123;1806.25;1166.25;17.29999971;61.07499981;1.195704532
2004-05-12 00:00:00;17:00:00;2.8;1221.75;;13.00998917;1084;157;726.75;116;1797.25;1108;17.69999981;56.30000019;1.129972112
2004-05-12 00:00:00;18:00:00;2.9;1159;;13.4007785;1097;136;747.5;107;1709.25;995;17.375;48.60000038;0.955924838
2004-05-12 00:00:00;19:00:00;3.4;1191.5;;14.81504089;1142.75;166;740.25;123;1766.75;1107.75;17.57499981;43.67500019;0.869802745
2004-05-12 00:00:00;20:00:00;2.2;1074.25;;9.377671551;954;136;846;112;1569.5;956.25;16.72500038;47.22500038;0.89198324
